Date,USD (PM),dis
2021-05-11,1829.1,1703 days
2021-05-12,1830.7,1704 days
2021-05-13,1821.8,1705 days
2021-05-14,1838.1,1706 days
2021-05-15,1853.7,1707 days
2021-05-16,1853.7,1708 days
2021-05-17,1853.7,1709 days
2021-05-18,1866.75,1710 days
2021-05-19,1888.45,1711 days
2021-05-20,1878.3,1712 days
2021-05-21,1875.9,1713 days
2021-05-22,1880.15,1714 days
2021-05-23,1880.15,1715 days
2021-05-24,1880.15,1716 days
2021-05-25,1887.0,1717 days
2021-05-26,1899.75,1718 days
2021-05-27,1891.45,1719 days
2021-05-28,1899.95,1720 days
2021-05-29,1899.35,1721 days
2021-05-30,1899.35,1722 days
2021-05-31,1899.35,1723 days
2021-06-01,1899.35,1724 days
2021-06-02,1902.75,1725 days
2021-06-03,1866.55,1726 days
2021-06-04,1890.6,1727 days
2021-06-05,1888.4,1728 days
2021-06-06,1888.4,1729 days
2021-06-07,1888.4,1730 days
2021-06-08,1893.15,1731 days
2021-06-09,1894.6,1732 days
2021-06-10,1888.65,1733 days
2021-06-11,1881.05,1734 days
2021-06-12,1865.6,1735 days
2021-06-13,1865.6,1736 days
2021-06-14,1865.6,1737 days
2021-06-15,1865.1,1738 days
2021-06-16,1860.75,1739 days
2021-06-17,1778.7,1740 days
2021-06-18,1773.1,1741 days
2021-06-19,1775.05,1742 days
2021-06-20,1775.05,1743 days
2021-06-21,1775.05,1744 days
2021-06-22,1775.05,1745 days
2021-06-23,1791.6,1746 days
2021-06-24,1784.85,1747 days
2021-06-25,1786.65,1748 days
2021-06-26,1780.3,1749 days
2021-06-27,1780.3,1750 days
2021-06-28,1780.3,1751 days
2021-06-29,1755.45,1752 days
2021-06-30,1763.15,1753 days
2021-07-01,1781.5,1754 days
2021-07-02,1786.15,1755 days
2021-07-03,1791.35,1756 days
2021-07-04,1791.35,1757 days
2021-07-05,1791.35,1758 days
2021-07-06,1809.85,1759 days
2021-07-07,1804.65,1760 days
2021-07-08,1807.7,1761 days
2021-07-09,1806.0,1762 days
2021-07-10,1792.4,1763 days
2021-07-11,1792.4,1764 days
2021-07-12,1792.4,1765 days
2021-07-13,1813.85,1766 days
2021-07-14,1823.2,1767 days
2021-07-15,1823.75,1768 days
2021-07-16,1824.3,1769 days
2021-07-17,1814.9,1770 days
2021-07-18,1814.9,1771 days
2021-07-19,1814.9,1772 days
2021-07-20,1823.05,1773 days
2021-07-21,1802.15,1774 days
2021-07-22,1799.45,1775 days
2021-07-23,1799.6,1776 days
2021-07-24,1800.2,1777 days
2021-07-25,1800.2,1778 days
2021-07-26,1800.2,1779 days
2021-07-27,1800.35,1780 days
2021-07-28,1796.6,1781 days
2021-07-29,1829.3,1782 days
2021-07-30,1825.75,1783 days
2021-07-31,1811.45,1784 days
2021-08-01,1811.45,1785 days
2021-08-02,1811.45,1786 days
2021-08-03,1812.65,1787 days
2021-08-04,1829.1,1788 days
2021-08-05,1800.75,1789 days
2021-08-06,1762.9,1790 days
2021-08-07,1738.85,1791 days
2021-08-08,1738.85,1792 days
2021-08-09,1738.85,1793 days
2021-08-10,1723.35,1794 days
2021-08-11,1743.6,1795 days
2021-08-12,1747.4,1796 days
2021-08-13,1773.85,1797 days
2021-08-14,1786.35,1798 days
2021-08-15,1786.35,1799 days
2021-08-16,1786.35,1800 days
2021-08-17,1789.45,1801 days
2021-08-18,1783.45,1802 days
2021-08-19,1782.05,1803 days
2021-08-20,1779.05,1804 days
2021-08-21,1802.0,1805 days
2021-08-22,1802.0,1806 days
2021-08-23,1802.0,1807 days
2021-08-24,1808.45,1808 days
2021-08-25,1788.7,1809 days
2021-08-26,1786.6,1810 days
2021-08-27,1798.5,1811 days
2021-08-28,1814.85,1812 days
2021-08-29,1814.85,1813 days
2021-08-30,1814.85,1814 days
2021-08-31,1814.85,1815 days
2021-09-01,1811.8,1816 days
2021-09-02,1812.55,1817 days
2021-09-03,1823.7,1818 days
2021-09-04,1821.6,1819 days
2021-09-05,1821.6,1820 days
2021-09-06,1821.6,1821 days
2021-09-07,1802.15,1822 days
2021-09-08,1786.0,1823 days
2021-09-09,1788.25,1824 days
2021-09-10,1794.6,1825 days
