Date,USD (PM),xielv,dis
2020-03-22,0.0,0.0,1288 days
2020-03-23,1525.4,0.023036859,1289 days
2020-03-24,1605.75,0.074807226,1290 days
2020-03-25,1605.45,-0.159271475,1291 days
2020-03-26,1634.8,0.036983266,1292 days
2020-03-27,1617.3,-0.060161985,1293 days
2020-03-28,0.0,0.0,1294 days
2020-03-29,0.0,0.0,1295 days
2020-03-30,1618.3,-0.03371384,1296 days
2020-03-31,1608.95,-0.019479681,1297 days
2020-04-01,1576.55,-0.00948328,1298 days
2020-04-02,1616.8,0.363254871,1299 days
2020-04-03,1613.1,0.216288612,1300 days
2020-04-04,0.0,0.0,1301 days
2020-04-05,0.0,0.0,1302 days
2020-04-06,1648.3,0.03562247,1303 days
2020-04-07,1649.25,-0.265959445,1304 days
2020-04-08,1647.8,-0.273743253,1305 days
2020-04-09,1680.65,0.064814398,1306 days
2020-04-10,0.0,0.0,1307 days
2020-04-11,0.0,0.0,1308 days
2020-04-12,0.0,0.0,1309 days
2020-04-13,0.0,0.0,1310 days
2020-04-14,1741.9,0.074761121,1311 days
2020-04-15,1718.65,0.004230933,1312 days
2020-04-16,1729.5,0.028381109,1313 days
2020-04-17,1692.55,0.119275592,1314 days
2020-04-18,0.0,0.0,1315 days
2020-04-19,0.0,0.0,1316 days
2020-04-20,1686.2,0.348487129,1317 days
2020-04-21,1682.05,0.477708748,1318 days
2020-04-22,1710.55,0.313014811,1319 days
2020-04-23,1736.25,0.087669261,1320 days
2020-04-24,1715.9,0.005814439,1321 days
2020-04-25,0.0,0.0,1322 days
2020-04-26,0.0,0.0,1323 days
2020-04-27,1714.95,0.04091926,1324 days
2020-04-28,1691.55,-0.009328534,1325 days
2020-04-29,1703.35,0.034221995,1326 days
2020-04-30,1702.75,0.019662233,1327 days
2020-05-01,1686.25,0.023073915,1328 days
2020-05-02,0.0,0.0,1329 days
2020-05-03,0.0,0.0,1330 days
2020-05-04,1709.1,0.034501837,1331 days
2020-05-05,1699.55,0.013212987,1332 days
2020-05-06,1691.5,0.024493208,1333 days
2020-05-07,1704.05,0.034238595,1334 days
2020-05-08,0.0,0.0,1335 days
2020-05-09,0.0,0.0,1336 days
2020-05-10,0.0,0.0,1337 days
2020-05-11,1702.75,0.015218992,1338 days
2020-05-12,1702.4,0.02272063,1339 days
2020-05-13,1708.4,0.021715879,1340 days
2020-05-14,1731.6,-0.027365242,1341 days
2020-05-15,1735.35,-0.034987464,1342 days
2020-05-16,0.0,0.0,1343 days
2020-05-17,0.0,0.0,1344 days
2020-05-18,1734.7,-0.031274605,1345 days
2020-05-19,1737.95,-0.006085156,1346 days
2020-05-20,1748.3,0.022801056,1347 days
2020-05-21,1724.9,0.095958306,1348 days
2020-05-22,1733.55,0.130650752,1349 days
2020-05-23,0.0,0.0,1350 days
2020-05-24,0.0,0.0,1351 days
2020-05-25,0.0,0.0,1352 days
2020-05-26,1720.25,0.117334401,1353 days
2020-05-27,1694.6,0.144739528,1354 days
2020-05-28,1717.35,0.108489234,1355 days
2020-05-29,1728.7,0.00626104,1356 days
2020-05-30,0.0,0.0,1357 days
2020-05-31,0.0,0.0,1358 days
2020-06-01,1730.6,-0.051554463,1359 days
2020-06-02,1742.15,-0.106475304,1360 days
2020-06-03,1705.35,0.044827962,1361 days
2020-06-04,1700.05,0.094137725,1362 days
2020-06-05,1683.45,0.109167352,1363 days
2020-06-06,0.0,0.0,1364 days
2020-06-07,0.0,0.0,1365 days
2020-06-08,1690.35,0.07665621,1366 days
2020-06-09,1713.5,0.028010353,1367 days
2020-06-10,1722.05,-0.028343312,1368 days
2020-06-11,1738.25,-0.037474958,1369 days
2020-06-12,1733.5,-0.012785267,1370 days
2020-06-13,0.0,0.0,1371 days
2020-06-14,0.0,0.0,1372 days
2020-06-15,1710.45,0.037748295,1373 days
2020-06-16,1719.85,0.048112132,1374 days
2020-06-17,1724.35,0.021725279,1375 days
2020-06-18,1719.5,0.021160327,1376 days
2020-06-19,1734.75,0.008664707,1377 days
2020-06-20,0.0,0.0,1378 days
2020-06-21,0.0,0.0,1379 days
2020-06-22,1761.85,-0.052796545,1380 days
2020-06-23,1768.9,-0.070304124,1381 days
2020-06-24,1766.05,-0.040853826,1382 days
2020-06-25,1756.55,0.014469642,1383 days
2020-06-26,1747.6,0.041282894,1384 days
2020-06-27,0.0,0.0,1385 days
2020-06-28,0.0,0.0,1386 days
2020-06-29,1771.6,0.009250909,1387 days
2020-06-30,1768.1,-0.008783793,1388 days
2020-07-01,1771.05,-0.015756879,1389 days
2020-07-02,1777.45,0.003908991,1390 days
2020-07-03,1772.9,-0.021735437,1391 days
2020-07-04,0.0,0.0,1392 days
2020-07-05,0.0,0.0,1393 days
2020-07-06,1787.9,-0.021907603,1394 days
2020-07-07,1789.55,-0.015389819,1395 days
2020-07-08,1811.1,-0.047843875,1396 days
2020-07-09,1812.1,-0.033026132,1397 days
2020-07-10,1803.1,-0.000991721,1398 days
2020-07-11,0.0,0.0,1399 days
2020-07-12,0.0,0.0,1400 days
2020-07-13,1807.5,0.015484776,1401 days
2020-07-14,1801.9,0.018030708,1402 days
2020-07-15,1804.6,0.029908074,1403 days
2020-07-16,1807.7,0.018174606,1404 days
2020-07-17,1807.35,0.024567672,1405 days
2020-07-18,0.0,0.0,1406 days
2020-07-19,0.0,0.0,1407 days
2020-07-20,1815.65,-0.005690378,1408 days
2020-07-21,1842.55,-0.045832075,1409 days
2020-07-22,1852.4,-0.091967324,1410 days
2020-07-23,1878.3,-0.123092761,1411 days
2020-07-24,1902.1,-0.144245696,1412 days
2020-07-25,0.0,0.0,1413 days
2020-07-26,0.0,0.0,1414 days
2020-07-27,1936.65,-0.143021534,1415 days
2020-07-28,1940.9,-0.109131046,1416 days
2020-07-29,1950.9,-0.057916914,1417 days
2020-07-30,1957.65,-0.009357219,1418 days
2020-07-31,1964.9,0.034983509,1419 days
2020-08-01,0.0,0.0,1420 days
2020-08-02,0.0,0.0,1421 days
2020-08-03,1958.55,0.059901193,1422 days
2020-08-04,1977.9,0.066022723,1423 days
2020-08-05,2048.15,0.026938825,1424 days
2020-08-06,2067.15,-0.078773356,1425 days
2020-08-07,2031.15,-0.139179564,1426 days
2020-08-08,0.0,0.0,1427 days
2020-08-09,0.0,0.0,1428 days
2020-08-10,2044.5,-0.120146047,1429 days
2020-08-11,1939.65,0.05818252,1430 days
2020-08-12,1931.9,0.199033161,1431 days
2020-08-13,1944.25,0.148257248,1432 days
2020-08-14,1944.75,0.031479819,1433 days
2020-08-15,0.0,0.0,1434 days
2020-08-16,0.0,0.0,1435 days
2020-08-17,1972.85,0.005754929,1436 days
2020-08-18,2008.75,-0.149982246,1437 days
2020-08-19,1981.0,0.069336508,1438 days
2020-08-20,1927.15,0.116388794,1439 days
2020-08-21,1924.35,0.047827261,1440 days
2020-08-22,0.0,0.0,1441 days
2020-08-23,0.0,0.0,1442 days
2020-08-24,1943.95,-0.126672824,1443 days
2020-08-25,1911.15,-0.068695374,1444 days
2020-08-26,1932.95,-0.018510569,1445 days
2020-08-27,1923.85,0.070159216,1446 days
2020-08-28,1957.35,0.013893376,1447 days
2020-08-29,0.0,0.0,1448 days
2020-08-30,0.0,0.0,1449 days
2020-08-31,0.0,0.0,1450 days
2020-09-01,1972.35,-0.03202761,1451 days
2020-09-02,1947.05,-0.006924644,1452 days
2020-09-03,1940.45,0.036579508,1453 days
2020-09-04,1926.3,0.051207986,1454 days
2020-09-05,0.0,0.0,1455 days
2020-09-06,0.0,0.0,1456 days
2020-09-07,1928.45,0.015232441,1457 days
2020-09-08,1910.95,-0.001655648,1458 days
2020-09-09,1947.2,-0.047086241,1459 days
2020-09-10,1966.25,-0.056118331,1460 days
2020-09-11,1947.4,-0.012290701,1461 days
2020-09-12,0.0,0.0,1462 days
2020-09-13,0.0,0.0,1463 days
2020-09-14,1958.7,0.034020294,1464 days
2020-09-15,1949.35,0.014597069,1465 days
2020-09-16,1961.8,0.002061893,1466 days
2020-09-17,1936.25,0.006651251,1467 days
2020-09-18,1950.85,0.004217328,1468 days
2020-09-19,0.0,0.0,1469 days
2020-09-20,0.0,0.0,1470 days
2020-09-21,1909.35,0.055093691,1471 days
2020-09-22,1906.0,0.107964902,1472 days
2020-09-23,1873.4,0.14951377,1473 days
2020-09-24,1861.75,0.129528013,1474 days
2020-09-25,1859.7,0.115704979,1475 days
2020-09-26,0.0,0.0,1476 days
2020-09-27,0.0,0.0,1477 days
2020-09-28,1864.3,0.052728924,1478 days
2020-09-29,1883.95,0.015092236,1479 days
2020-09-30,1886.9,-0.013720274,1480 days
2020-10-01,1902.0,-0.015745657,1481 days
2020-10-02,1903.05,-0.01268019,1482 days
2020-10-03,0.0,0.0,1483 days
2020-10-04,0.0,0.0,1484 days
2020-10-05,1909.6,-0.004107487,1485 days
2020-10-06,1913.4,0.00247966,1486 days
2020-10-07,1884.5,0.060942664,1487 days
2020-10-08,1887.45,0.079280984,1488 days
2020-10-09,1923.25,-0.007965132,1489 days
2020-10-10,0.0,0.0,1490 days
2020-10-11,0.0,0.0,1491 days
2020-10-12,1925.5,-0.03846482,1492 days
2020-10-13,1891.3,0.055371936,1493 days
2020-10-14,1910.05,0.052280264,1494 days
2020-10-15,1891.9,0.055469677,1495 days
2020-10-16,1905.05,0.032957375,1496 days
2020-10-17,0.0,0.0,1497 days
2020-10-18,0.0,0.0,1498 days
2020-10-19,1905.6,0.029712646,1499 days
2020-10-20,1898.4,0.02933056,1500 days
2020-10-21,1924.15,0.007701666,1501 days
2020-10-22,1900.95,0.022522122,1502 days
2020-10-23,1903.65,0.049790348,1503 days
2020-10-24,0.0,0.0,1504 days
2020-10-25,0.0,0.0,1505 days
2020-10-26,1898.45,0.054182771,1506 days
2020-10-27,1905.7,0.027631135,1507 days
2020-10-28,1869.95,0.091326263,1508 days
2020-10-29,1870.3,0.094636577,1509 days
2020-10-30,1881.85,0.056715358,1510 days
2020-10-31,0.0,0.0,1511 days
2020-11-01,0.0,0.0,1512 days
2020-11-02,1889.9,0.003688676,1513 days
2020-11-03,1908.3,-0.01372783,1514 days
2020-11-04,1900.15,-0.004236538,1515 days
2020-11-05,1938.45,-0.039152539,1516 days
2020-11-06,1940.8,-0.050593474,1517 days
2020-11-07,0.0,0.0,1518 days
2020-11-08,0.0,0.0,1519 days
2020-11-09,1867.3,0.114224438,1520 days
2020-11-10,1878.7,0.144842648,1521 days
2020-11-11,1860.95,0.115790184,1522 days
2020-11-12,1874.85,0.052694669,1523 days
2020-11-13,1890.9,0.015033378,1524 days
2020-11-14,0.0,0.0,1525 days
2020-11-15,0.0,0.0,1526 days
2020-11-16,1885.6,-0.003417029,1527 days
2020-11-17,1889.05,0.027466128,1528 days
2020-11-18,1876.1,0.043007259,1529 days
2020-11-19,1857.35,0.090492805,1530 days
2020-11-20,1875.7,0.047818685,1531 days
2020-11-21,0.0,0.0,1532 days
2020-11-22,0.0,0.0,1533 days
2020-11-23,1840.2,0.085804051,1534 days
2020-11-24,1799.6,0.16868438,1535 days
2020-11-25,1810.2,0.142758054,1536 days
2020-11-26,1807.4,0.072699566,1537 days
2020-11-27,1779.3,0.102915641,1538 days
2020-11-28,0.0,0.0,1539 days
2020-11-29,0.0,0.0,1540 days
2020-11-30,1762.55,0.126751677,1541 days
2020-12-01,1810.75,0.021766762,1542 days
2020-12-02,1822.6,-0.047792435,1543 days
2020-12-03,1832.35,-0.051949199,1544 days
2020-12-04,1843.0,-0.034036383,1545 days
2020-12-05,0.0,0.0,1546 days
2020-12-06,0.0,0.0,1547 days
2020-12-07,1859.95,-0.058270021,1548 days
2020-12-08,1868.15,-0.047168801,1549 days
2020-12-09,1841.75,0.016198369,1550 days
2020-12-10,1844.35,0.047863645,1551 days
2020-12-11,1842.0,0.043121293,1552 days
2020-12-12,0.0,0.0,1553 days
2020-12-13,0.0,0.0,1554 days
2020-12-14,1831.15,0.053656824,1555 days
2020-12-15,1850.65,0.024282607,1556 days
2020-12-16,1851.95,0.002566744,1557 days
2020-12-17,1890.75,-0.0605509,1558 days
2020-12-18,1879.75,-0.035712564,1559 days
2020-12-19,0.0,0.0,1560 days
2020-12-20,0.0,0.0,1561 days
2020-12-21,1880.0,-0.008617933,1562 days
2020-12-22,1877.1,0.02876278,1563 days
2020-12-23,1875.0,0.021237419,1564 days
2020-12-24,,0.0,1565 days
2020-12-25,0.0,0.0,1566 days
2020-12-26,0.0,0.0,1567 days
2020-12-27,0.0,0.0,1568 days
2020-12-28,0.0,0.0,1569 days
2020-12-29,1874.3,0.027828243,1570 days
2020-12-30,1887.6,0.011360919,1571 days
2020-12-31,,0.0,1572 days
2021-01-01,0.0,0.0,1573 days
2021-01-02,0.0,0.0,1574 days
2021-01-03,0.0,0.0,1575 days
2021-01-04,1943.2,-0.087174285,1576 days
2021-01-05,1940.35,-0.061576337,1577 days
2021-01-06,1931.95,-0.002078725,1578 days
2021-01-07,1920.1,0.04549825,1579 days
2021-01-08,1862.9,0.223135902,1580 days
2021-01-09,0.0,0.0,1581 days
2021-01-10,0.0,0.0,1582 days
2021-01-11,1847.25,0.258053717,1583 days
2021-01-12,1841.25,0.142199758,1584 days
2021-01-13,1858.85,0.00672014,1585 days
2021-01-14,1841.75,0.007213039,1586 days
2021-01-15,1839.0,0.072815278,1587 days
2021-01-16,0.0,0.0,1588 days
2021-01-17,0.0,0.0,1589 days
2021-01-18,1833.05,0.082639438,1590 days
2021-01-19,1834.7,0.051377117,1591 days
2021-01-20,1856.6,0.006799103,1592 days
2021-01-21,1862.1,-0.026183013,1593 days
2021-01-22,1852.7,0.013504368,1594 days
2021-01-23,0.0,0.0,1595 days
2021-01-24,0.0,0.0,1596 days
2021-01-25,1856.85,0.022332583,1597 days
2021-01-26,1856.6,0.022536953,1598 days
2021-01-27,1843.0,0.049554263,1599 days
2021-01-28,1853.7,0.037190191,1600 days
2021-01-29,1863.8,0.001869386,1601 days
2021-01-30,0.0,0.0,1602 days
2021-01-31,0.0,0.0,1603 days
2021-02-01,1862.95,0.000929043,1604 days
2021-02-02,1833.1,0.077986161,1605 days
2021-02-03,1835.45,0.082871871,1606 days
2021-02-04,1785.9,0.167925958,1607 days
2021-02-05,1802.95,0.119433744,1608 days
2021-02-06,0.0,0.0,1609 days
2021-02-07,0.0,0.0,1610 days
2021-02-08,1835.25,0.008449561,1611 days
2021-02-09,1839.6,-0.049760064,1612 days
2021-02-10,1842.65,-0.009612175,1613 days
2021-02-11,1840.1,0.00196303,1614 days
2021-02-12,1816.35,0.096208894,1615 days
2021-02-13,0.0,0.0,1616 days
2021-02-14,0.0,0.0,1617 days
2021-02-15,1817.3,0.053394304,1618 days
2021-02-16,1794.25,0.098273316,1619 days
2021-02-17,1780.7,0.058802014,1620 days
2021-02-18,1773.15,0.099545992,1621 days
2021-02-19,1786.2,0.001548581,1622 days
2021-02-20,0.0,0.0,1623 days
2021-02-21,0.0,0.0,1624 days
2021-02-22,1807.45,-0.046813672,1625 days
2021-02-23,1799.65,-0.030470826,1626 days
2021-02-24,1788.0,0.043223162,1627 days
2021-02-25,1779.65,0.090493277,1628 days
2021-02-26,1742.85,0.16296452,1629 days
2021-02-27,0.0,0.0,1630 days
2021-02-28,0.0,0.0,1631 days
2021-03-01,1734.15,0.1599685,1632 days
2021-03-02,1723.85,0.096840221,1633 days
2021-03-03,1711.4,0.078079634,1634 days
2021-03-04,1712.1,0.040973255,1635 days
2021-03-05,1696.25,0.066187925,1636 days
2021-03-06,0.0,0.0,1637 days
2021-03-07,0.0,0.0,1638 days
2021-03-08,1687.05,0.06554351,1639 days
2021-03-09,1716.9,-0.010583092,1640 days
2021-03-10,1716.2,-0.04572031,1641 days
2021-03-11,1724.25,-0.030512127,1642 days
2021-03-12,1704.8,0.041395629,1643 days
2021-03-13,0.0,0.0,1644 days
2021-03-14,0.0,0.0,1645 days
2021-03-15,1723.65,0.026666379,1646 days
2021-03-16,1735.0,-0.014857785,1647 days
2021-03-17,1729.65,-0.014902718,1648 days
2021-03-18,1725.9,0.026668421,1649 days
2021-03-19,1735.2,0.015731422,1650 days
2021-03-20,0.0,0.0,1651 days
2021-03-21,0.0,0.0,1652 days
2021-03-22,1736.15,0.014458412,1653 days
2021-03-23,1726.2,0.030221068,1654 days
2021-03-24,1730.5,0.034572983,1655 days
2021-03-25,1737.3,0.008882042,1656 days
2021-03-26,1731.8,0.016699741,1657 days
2021-03-27,0.0,0.0,1658 days
2021-03-28,0.0,0.0,1659 days
2021-03-29,1705.95,0.077251376,1660 days
2021-03-30,1683.95,0.14504103,1661 days
2021-03-31,1691.05,0.088197965,1662 days
2021-04-01,1726.05,-0.025269424,1663 days
2021-04-02,0.0,0.0,1664 days
2021-04-03,0.0,0.0,1665 days
2021-04-04,0.0,0.0,1666 days
2021-04-05,0.0,0.0,1667 days
2021-04-06,1744.65,-0.086828515,1668 days
2021-04-07,1738.05,-0.043510601,1669 days
2021-04-08,1755.5,-0.040933181,1670 days
2021-04-09,1741.2,0.000238147,1671 days
2021-04-10,0.0,0.0,1672 days
2021-04-11,0.0,0.0,1673 days
2021-04-12,1732.85,0.039657212,1674 days
2021-04-13,1747.95,0.016650039,1675 days
2021-04-14,1735.55,0.022109284,1676 days
2021-04-15,1757.2,-0.023178643,1677 days
2021-04-16,1774.45,-0.060903546,1678 days
2021-04-17,0.0,0.0,1679 days
2021-04-18,0.0,0.0,1680 days
2021-04-19,1774.5,-0.037784438,1681 days
2021-04-20,1777.85,-0.003304579,1682 days
2021-04-21,1798.2,-0.026854974,1683 days
2021-04-22,1787.75,0.018355383,1684 days
2021-04-23,1781.8,0.044988986,1685 days
2021-04-24,0.0,0.0,1686 days
2021-04-25,0.0,0.0,1687 days
2021-04-26,1773.35,0.074649582,1688 days
2021-04-27,1784.15,0.022204075,1689 days
2021-04-28,1772.2,0.042898582,1690 days
2021-04-29,1762.65,0.046077365,1691 days
2021-04-30,1767.65,0.049919946,1692 days
2021-05-01,0.0,0.0,1693 days
2021-05-02,0.0,0.0,1694 days
2021-05-03,0.0,0.0,1695 days
2021-05-04,1797.75,-0.053152488,1696 days
2021-05-05,1782.25,-0.012853768,1697 days
2021-05-06,1813.15,-0.056763929,1698 days
2021-05-07,1836.55,-0.067680231,1699 days
2021-05-08,0.0,0.0,1700 days
2021-05-09,0.0,0.0,1701 days
2021-05-10,1840.45,-0.066491285,1702 days
2021-05-11,1829.1,0.024500148,1703 days
2021-05-12,1830.7,0.046076122,1704 days
2021-05-13,1821.8,0.070360334,1705 days
2021-05-14,1838.1,0.006996576,1706 days
2021-05-15,0.0,0.0,1707 days
2021-05-16,0.0,0.0,1708 days
2021-05-17,1853.7,-0.035647992,1709 days
2021-05-18,1866.75,-0.06442416,1710 days
2021-05-19,1888.45,-0.064148359,1711 days
2021-05-20,1878.3,0.003011538,1712 days
2021-05-21,1875.9,0.042174638,1713 days
2021-05-22,0.0,0.0,1714 days
2021-05-23,0.0,0.0,1715 days
2021-05-24,1880.15,0.051699236,1716 days
2021-05-25,1887.0,0.009244684,1717 days
2021-05-26,1899.75,-0.012801632,1718 days
2021-05-27,1891.45,0.008749399,1719 days
2021-05-28,1899.95,0.022486887,1720 days
2021-05-29,0.0,0.0,1721 days
2021-05-30,0.0,0.0,1722 days
2021-05-31,0.0,0.0,1723 days
2021-06-01,1899.35,0.019130191,1724 days
2021-06-02,1902.75,0.027392049,1725 days
2021-06-03,1866.55,0.096305713,1726 days
2021-06-04,1890.6,0.04897848,1727 days
2021-06-05,0.0,0.0,1728 days
2021-06-06,0.0,0.0,1729 days
2021-06-07,1888.4,0.017815382,1730 days
2021-06-08,1893.15,-0.013864178,1731 days
2021-06-09,1894.6,0.008660038,1732 days
2021-06-10,1888.65,0.020287965,1733 days
2021-06-11,1881.05,0.066395095,1734 days
2021-06-12,0.0,0.0,1735 days
2021-06-13,0.0,0.0,1736 days
2021-06-14,1865.6,0.071082806,1737 days
2021-06-15,1865.1,0.068297318,1738 days
2021-06-16,1860.75,0.040423879,1739 days
2021-06-17,1778.7,0.034248221,1740 days
2021-06-18,1773.1,0.053083544,1741 days
2021-06-19,0.0,0.0,1742 days
2021-06-20,0.0,0.0,1743 days
2021-06-21,1775.05,0.033887424,1744 days
2021-06-22,1775.05,0.00165238,1745 days
2021-06-23,1791.6,-0.043903448,1746 days
2021-06-24,1784.85,-0.029968771,1747 days
2021-06-25,1786.65,0.024223441,1748 days
2021-06-26,0.0,0.0,1749 days
2021-06-27,0.0,0.0,1750 days
2021-06-28,1780.3,0.041362335,1751 days
2021-06-29,1755.45,0.109437533,1752 days
2021-06-30,1763.15,0.005867139,1753 days
2021-07-01,1781.5,-0.020229664,1754 days
2021-07-02,1786.15,-0.04055684,1755 days
2021-07-03,0.0,0.0,1756 days
2021-07-04,0.0,0.0,1757 days
2021-07-05,1791.35,0.032231569,1758 days
2021-07-06,1809.85,0.028161361,1759 days
2021-07-07,1804.65,0.015065005,1760 days
2021-07-08,1807.7,-0.000207466,1761 days
2021-07-09,1806.0,0.020555565,1762 days
2021-07-10,0.0,0.0,1763 days
2021-07-11,0.0,0.0,1764 days
2021-07-12,1792.4,0.057575609,1765 days
2021-07-13,1813.85,0.003633869,1766 days
2021-07-14,1823.2,-0.019806339,1767 days
2021-07-15,1823.75,-0.022954979,1768 days
2021-07-16,1824.3,0.02045259,1769 days
2021-07-17,0.0,0.0,1770 days
2021-07-18,0.0,0.0,1771 days
2021-07-19,1814.9,0.045877748,1772 days
2021-07-20,1823.05,0.041663484,1773 days
2021-07-21,1802.15,0.056632691,1774 days
2021-07-22,1799.45,0.056000079,1775 days
2021-07-23,1799.6,0.039854767,1776 days
2021-07-24,0.0,0.0,1777 days
2021-07-25,0.0,0.0,1778 days
2021-07-26,1800.2,0.018959038,1779 days
2021-07-27,1800.35,0.013864624,1780 days
2021-07-28,1796.6,0.023905872,1781 days
2021-07-29,1829.3,-0.032601399,1782 days
2021-07-30,1825.75,-0.023851038,1783 days
2021-07-31,0.0,0.0,1784 days
2021-08-01,0.0,0.0,1785 days
2021-08-02,1811.45,0.030401157,1786 days
2021-08-03,1812.65,0.060346505,1787 days
2021-08-04,1829.1,0.012545627,1788 days
2021-08-05,1800.75,0.051452532,1789 days
2021-08-06,1762.9,0.128571816,1790 days
2021-08-07,0.0,0.0,1791 days
2021-08-08,0.0,0.0,1792 days
2021-08-09,1738.85,0.182056959,1793 days
2021-08-10,1723.35,0.141355528,1794 days
2021-08-11,1743.6,0.023697655,1795 days
2021-08-12,1747.4,-0.038027057,1796 days
2021-08-13,1773.85,-0.090941415,1797 days
2021-08-14,0.0,0.0,1798 days
2021-08-15,0.0,0.0,1799 days
2021-08-16,1786.35,-0.067794171,1800 days
2021-08-17,1789.45,-0.026482916,1801 days
2021-08-18,1783.45,0.040738571,1802 days
2021-08-19,1782.05,0.047153192,1803 days
2021-08-20,1779.05,0.054670115,1804 days
2021-08-21,0.0,0.0,1805 days
2021-08-22,0.0,0.0,1806 days
2021-08-23,1802.0,-0.028961761,1807 days
2021-08-24,1808.45,-0.035178904,1808 days
2021-08-25,1788.7,0.014705157,1809 days
2021-08-26,1786.6,0.06860062,1810 days
2021-08-27,1798.5,0.028378595,1811 days
2021-08-28,0.0,0.0,1812 days
2021-08-29,0.0,0.0,1813 days
2021-08-30,0.0,0.0,1814 days
2021-08-31,1814.85,-0.019288115,1815 days
2021-09-01,1811.8,-0.022578349,1816 days
2021-09-02,1812.55,0.006039865,1817 days
2021-09-03,1823.7,0.001890209,1818 days
2021-09-04,0.0,0.0,1819 days
2021-09-05,0.0,0.0,1820 days
2021-09-06,1821.6,0.015570248,1821 days
2021-09-07,1802.15,0.065530731,1822 days
2021-09-08,1786.0,0.105442523,1823 days
2021-09-09,1788.25,0.076895197,1824 days
2021-09-10,1794.6,0.013907246,1825 days
